0.50226392, 0.77324362, 0.6956197, 0.99787171, 0.64290088, 0.82554018, 0.65642904, 0.96741784, 0.63974465, 0.78371981, 0.63733882, 0.58644343, 0.68514719, 0.60612499, 0.93464464
0.63351052, 0.93343575, 0.56293235, 0.95198301, 0.75317257, 0.69320037, 0.8582332, 0.63641082, 0.5589212, 0.69855845, 0.59421937, 0.5841302, 0.81954835, 0.9289831, 0.93340214
0.0, 0.08649055, 0.08649055, 0.43425287, 0.99930198, 0.7381353, 0.3963346, 0.13643458, 0.96867707, 0.0, 0.97122521, 0.99900232, 0.0, 0.05650059, 0.05650059
0.70464858, 0.58851748, 0.57284601, 0.93340404, 0.90347384, 0.85052904, 0.6954031, 0.87743589, 0.58168713, 0.85808012, 0.94791304, 0.50042395, 0.6708991, 0.57147505, 0.89624334
0.16366993, 0.84848544, 0.28393815, 0.42845976, 0.34256121, 0.95273487, 0.12979956, 0.98902788, 0.86099387, 0.07290531, 0.1443208, 0.97661959, 0.21045576, 0.96418351, 0.07690089
0.92301158, 0.61892193, 0.96689032, 0.82479963, 0.97921235, 0.8764586, 0.96028975, 0.89834156, 0.60298975, 0.66686354, 0.52575815, 0.68836969, 0.50677804, 0.64607991, 0.51552906
0.73580006, 0.89963088, 0.94755083, 0.73279668, 0.51679609, 0.60615753, 0.86974096, 0.57479352, 0.66992484, 0.83942047, 0.89413827, 0.78057094, 0.70585951, 0.5543978, 0.88780413
0.55693949, 0.87285196, 0.67266692, 0.60812064, 0.70163231, 0.53850747, 0.57204886, 0.55600963, 0.70384856, 0.69966256, 0.9076998, 0.88582821, 0.83408046, 0.56816478, 0.63151516
0.57096346, 0.52602444, 0.63237665, 0.0, 0.99671448, 0.0, 0.0, 0.9917028, 0.0, 0.60877181, 0.0, 0.56499014, 0.64246155, 0.99863804, 0.0
0.99909432, 0.0, 0.96906747, 0.0, 0.99261704, 0.0, 0.0, 0.55971897, 0.0, 0.0, 0.99692602, 0.0, 0.58174603, 0.53508377, 0.60131621
0.0, 0.31979425, 0.99982612, 0.0, 0.99444519, 0.34646233, 0.0, 0.706238, 0.76172535, 0.0, 0.98978668, 0.32057568, 0.0, 0.0, 0.74041072
0.75247196, 0.73940729, 0.74100831, 0.52834298, 0.98510026, 0.75206088, 0.95117345, 0.76861733, 0.75055882, 0.91930252, 0.50013237, 0.65552242, 0.63025485, 0.51049324, 0.69612394
0.19869198, 0.99901796, 0.22098839, 0.25305325, 0.9402774, 0.3804165, 0.33267291, 0.19604152, 0.21137685, 0.34904218, 0.96927053, 0.17980334, 0.04308063, 0.87655773, 0.05840734
0.77745482, 0.75051836, 0.9902114, 0.68311453, 0.77240108, 0.57915257, 0.6096466, 0.70104972, 0.50979949, 0.59958324, 0.50835611, 0.81339875, 0.85583916, 0.63381566, 0.61354703
0.0, 0.32767861, 0.0, 0.72231884, 0.33090168, 0.7196515, 0.99854915, 0.0, 0.99050328, 0.99268503, 0.0, 0.99971924, 0.7217375, 0.0, 0.71603737
0.67944457, 0.73718661, 0.78754854, 0.76674258, 0.61797945, 0.59705334, 0.50855095, 0.58547635, 0.87197673, 0.80467201, 0.93777886, 0.88113355, 0.53031145, 0.60944375, 0.96100639
0.998196, 0.17528702, 0.23122973, 0.14330138, 0.83915722, 0.97592417, 0.94511985, 0.20757449, 0.97901756, 0.90472058, 0.85064945, 0.12623127, 0.40982762, 0.21556773, 0.94548212
0.91338753, 0.90603342, 0.64528169, 0.92444843, 0.63552285, 0.51525284, 0.69595793, 0.77838926, 0.79263741, 0.81206869, 0.56680653, 0.62094896, 0.8634268, 0.574459, 0.71531288
0.0, 0.0, 0.29619828, 0.0, 0.99770415, 0.27516427, 0.0, 0.0, 0.23791467, 0.0, 0.74310083, 0.99986236, 0.0, 0.99764581, 0.72978487
0.0, 0.0509527, 0.0, 0.25211666, 0.99747698, 0.54438431, 0.26773747, 0.9991368, 0.54067383, 0.0, 0.99869363, 0.07417983, 0.0, 0.0, 0.0
0.07355907, 0.86721624, 0.27778274, 0.0802207, 0.99402, 0.2709018, 0.96212463, 0.09568477, 0.96243499, 0.29578459, 0.97596177, 0.0894529, 0.20476916, 0.9250786, 0.13931656
0.61906734, 0.58650102, 0.58065982, 0.73590294, 0.60874329, 0.78911778, 0.96868996, 0.80141855, 0.50051191, 0.95640793, 0.73688278, 0.622534, 0.70446946, 0.64623779, 0.85939595
0.0, 0.94719748, 0.0, 0.0, 0.65106163, 0.0, 0.0, 0.99985458, 0.0, 0.0, 0.99960711, 0.0, 0.3516967, 0.40755749, 0.44214738
0.08323411, 0.9814341, 0.19528387, 0.0, 0.03915596, 0.08390705, 0.26205589, 0.3684033, 0.26385073, 0.1713483, 0.20809766, 0.09888242, 0.06754631, 0.98973632, 0.16280483
0.92626279, 0.65282421, 0.59515595, 0.93132592, 0.90178005, 0.72610425, 0.7767211, 0.74425016, 0.69048585, 0.650072, 0.71314359, 0.93883379, 0.64377357, 0.77393714, 0.50169642
0.87380307, 0.77668795, 0.60268032, 0.57226893, 0.54953206, 0.51435112, 0.73311128, 0.69691581, 0.63829958, 0.74012658, 0.7214391, 0.61270399, 0.77154079, 0.61409483, 0.51624961
